Program Title	Video Path	Status	Error
Money Philosophy Lesson 6	E:\Business Psychology - Final Exports\Money Philosophy\With Thumbnail\Lesson 6\Lesson 6.mp4	pending	
Money Philosophy Lesson 7	E:\Business Psychology - Final Exports\Money Philosophy\With Thumbnail\Lesson 7\Lesson 7.mp4	pending	
Money Philosophy Lesson 8	E:\Business Psychology - Final Exports\Money Philosophy\With Thumbnail\Lesson 8\Lesson 8.mp4	pending	
Money Philosophy Lesson 9	E:\Business Psychology - Final Exports\Money Philosophy\With Thumbnail\Lesson 9\Lesson 9.mp4	pending	
Secret to Transformation Chapter 01	E:\Business Psychology - Final Exports\Secret to Transformation\Chapter 01.mp4	pending	
Secret to Transformation Chapter 02	E:\Business Psychology - Final Exports\Secret to Transformation\Chapter 02.mp4	pending	
Secret to Transformation Chapter 03	E:\Business Psychology - Final Exports\Secret to Transformation\Chapter 03.mp4	pending	
Secret to Transformation Chapter 04	E:\Business Psychology - Final Exports\Secret to Transformation\Chapter 04.mp4	pending	
Secret to Transformation Chapter 05	E:\Business Psychology - Final Exports\Secret to Transformation\Chapter 05.mp4	pending	
Secret to Transformation Chapter 06	E:\Business Psychology - Final Exports\Secret to Transformation\Chapter 06.mp4	pending	
The Micro Business protocol Chapter 01	E:\Business Psychology - Final Exports\The Micro Business protocol\Chapter 01.mp4	pending	
The Micro Business protocol Chapter 02	E:\Business Psychology - Final Exports\The Micro Business protocol\Chapter 02.mp4	pending	
The Micro Business protocol Chapter 03	E:\Business Psychology - Final Exports\The Micro Business protocol\Chapter 03.mp4	pending	
The Micro Business protocol Chapter 04	E:\Business Psychology - Final Exports\The Micro Business protocol\Chapter 04.mp4	pending	
The Micro Business protocol Chapter 05	E:\Business Psychology - Final Exports\The Micro Business protocol\Chapter 05.mp4	pending	
The Micro Business protocol Chapter 06 Micro Business	E:\Business Psychology - Final Exports\The Micro Business protocol\Chapter 06 Micro Business.mp4	pending	
The Micro Business protocol Chapter 07	E:\Business Psychology - Final Exports\The Micro Business protocol\Chapter 07.mp4	pending	
Zero 1 Million Final Export Lesson 1 - Zero to 1 million	E:\Business Psychology - Final Exports\Zero 1 Million Final Export\Final Export\Lesson 1 - Zero to 1 million.mp4	pending	
Zero 1 Million Final Export Lesson 2 -  Zero to 1 Million	E:\Business Psychology - Final Exports\Zero 1 Million Final Export\Final Export\Lesson 2 -  Zero to 1 Million.mp4	pending	
Zero 1 Million Final Export Lesson 3 -  Zero to 1 Million	E:\Business Psychology - Final Exports\Zero 1 Million Final Export\Final Export\Lesson 3 -  Zero to 1 Million.mp4	pending	
Zero 1 Million Final Export Lesson 4 -  Zero to 1 Million	E:\Business Psychology - Final Exports\Zero 1 Million Final Export\Final Export\Lesson 4 -  Zero to 1 Million.mp4	pending	
Zero 1 Million Final Export Lesson 5 -  Zero to 1 Million	E:\Business Psychology - Final Exports\Zero 1 Million Final Export\Final Export\Lesson 5 -  Zero to 1 Million.mp4	pending	
Zero 1 Million Final Export Lesson 6 -  Zero to 1 Million	E:\Business Psychology - Final Exports\Zero 1 Million Final Export\Final Export\Lesson 6 -  Zero to 1 Million.mp4	pending	
Zero 1 Million Final Export Lesson 7 -  Zero to 1 Million	E:\Business Psychology - Final Exports\Zero 1 Million Final Export\Final Export\Lesson 7 -  Zero to 1 Million.mp4	pending	
Amazon KDP Amazon KDP	E:\11 Business Models - Final Exports\Amazon KDP\Amazon KDP.mp4	pending	
App Building using Flutter Lesson 1 Introduction of App Building	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 1 Introduction of App Building.mp4	pending	
App Building using Flutter Lesson 10 State Management 	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 10 State Management .mp4	pending	
App Building using Flutter Lesson 11 Ecommerce App W-Cart	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 11 Ecommerce App W-Cart.mp4	pending	
App Building using Flutter Lesson 12 Null Safety	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 12 Null Safety.mp4	pending	
App Building using Flutter Lesson 13 Offline Database	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 13 Offline Database.mp4	pending	
App Building using Flutter Lesson 14 Habit Tracker	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 14 Habit Tracker.mp4	pending	
App Building using Flutter Lesson 15 Authentication	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 15 Authentication.mp4	pending	
App Building using Flutter Lesson 16 Online Database ok	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 16 Online Database ok.mp4	pending	
App Building using Flutter Lesson 17 Chat App	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 17 Chat App.mp4	pending	
App Building using Flutter Lesson 18 Social Media app	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 18 Social Media app.mp4	pending	
App Building using Flutter Lesson 19 API - Weather App	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 19 API - Weather App.mp4	pending	
App Building using Flutter Lesson 2 Programming basics	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 2 Programming basics.mp4	pending	
App Building using Flutter Lesson 21 Notifications	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 21 Notifications.mp4	pending	
App Building using Flutter Lesson 22 Responsive Design	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 22 Responsive Design.mp4	pending	
App Building using Flutter Lesson 23 Music player App	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 23 Music player App.mp4	pending	
App Building using Flutter Lesson 3 Everything is a widget	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 3 Everything is a widget.mp4	pending	
App Building using Flutter Lesson 4 Navigation	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 4 Navigation.mp4	pending	
App Building using Flutter Lesson 5 Stateless  Stateful widget	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 5 Stateless  Stateful widget.mp4	pending	
App Building using Flutter Lesson 6 User input	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 6 User input.mp4	pending	
App Building using Flutter Lesson 7 Todo app 	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 7 Todo app .mp4	pending	
App Building using Flutter Lesson 8 Sneaker shop app	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 8 Sneaker shop app.mp4	pending	
App Building using Flutter Lesson 9 Themes Light vs Dark Mode	E:\11 Business Models - Final Exports\App Building using Flutter\Lesson 9 Themes Light vs Dark Mode.mp4	pending	
Build a real react app build a real react app	E:\11 Business Models - Final Exports\Build a real react app\build a real react app.mp4	pending	
Building Games Using Unreal Engine Building Games Using Unreal Engine	E:\11 Business Models - Final Exports\Building Games Using Unreal Engine\Building Games Using Unreal Engine.mp4	pending	
Canva for Begineers FULL CANVA TUTORIAL	E:\11 Business Models - Final Exports\Canva for Begineers\FULL CANVA TUTORIAL.mp4	pending	
Framer Crash Course Framer Crash Course	E:\11 Business Models - Final Exports\Framer Crash Course\Framer Crash Course.mp4	pending	
N8N A.I Automation Inroduction	E:\11 Business Models - Final Exports\N8N A.I Automation\Inroduction.mp4	pending	
N8N A.I Automation Introduction	E:\11 Business Models - Final Exports\N8N A.I Automation\Introduction.mp4	pending	
N8N A.I Automation Module 1	E:\11 Business Models - Final Exports\N8N A.I Automation\Module 1.mp4	pending	
N8N A.I Automation Module 2	E:\11 Business Models - Final Exports\N8N A.I Automation\Module 2.mp4	pending	
N8N A.I Automation Module 3	E:\11 Business Models - Final Exports\N8N A.I Automation\Module 3.mp4	pending	
N8N A.I Automation Module 4	E:\11 Business Models - Final Exports\N8N A.I Automation\Module 4.mp4	pending	
N8N A.I Automation Module 5	E:\11 Business Models - Final Exports\N8N A.I Automation\Module 5.mp4	pending	
N8N A.I Automation Module 6	E:\11 Business Models - Final Exports\N8N A.I Automation\Module 6.mp4	pending	
Print On Demand Print On Demand	E:\11 Business Models - Final Exports\Print On Demand\Print On Demand.mp4	pending	
Python Full Course Python Full Course	E:\11 Business Models - Final Exports\Python Full Course\Python Full Course.mp4	pending	
Secrets Bull and Bear Flag Flips	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Bull and Bear Flag Flips.mp4	pending	
Secrets Drawing Proper Trendlines	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Drawing Proper Trendlines.mp4	pending	
Secrets Fine-Tuning Entry Points	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Fine-Tuning Entry Points.mp4	pending	
Secrets Goals and Expectations	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Goals and Expectations.mp4	pending	
Secrets Macro Versus Micro Patterns	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Macro Versus Micro Patterns.mp4	pending	
Secrets Major vs Minor Support and Resistance	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Major vs Minor Support and Resistance.mp4	pending	
Secrets Measured Move	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Measured Move.mp4	pending	
Secrets Multi-Hit Methodology	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Multi-Hit Methodology.mp4	pending	
Secrets Scene of the Crime Retrace	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Scene of the Crime Retrace.mp4	pending	
Secrets The Biggest Moves Come from Failed Moves	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\The Biggest Moves Come from Failed Moves.mp4	pending	
Secrets The Confirmation Signal	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\The Confirmation Signal.mp4	pending	
Secrets Three Tail Theory	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Three Tail Theory.mp4	pending	
Secrets Time Counts	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Time Counts.mp4	pending	
Secrets Time Value of a Level	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Time Value of a Level.mp4	pending	
Secrets Trading Parallels	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Trading Parallels.mp4	pending	
Secrets Trading RSI Divergences	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Trading RSI Divergences.mp4	pending	
Secrets Trading the Hit and Kiss of a Level	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Secrets\Trading the Hit and Kiss of a Level.mp4	pending	
Setups Bull and Bear Flag Setups	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Bull and Bear Flag Setups.mp4	pending	
Setups Cup and Handle Setups	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Cup and Handle Setups.mp4	pending	
Setups Double Tops and Double Bottoms	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Double Tops and Double Bottoms.mp4	pending	
Setups Downsloping and Upsloping Channels	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Downsloping and Upsloping Channels.mp4	pending	
Setups Engulfing Candle Setups	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Engulfing Candle Setups.mp4	pending	
Setups Gaps and Gap Fills	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Gaps and Gap Fills.mp4	pending	
Setups Introduction	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Introduction.mp4	pending	
Setups Mature Versus Immature Patterns and Setups	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Mature Versus Immature Patterns and Setups.mp4	pending	
Setups Megaphone and Consolidation Patterns	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Megaphone and Consolidation Patterns.mp4	pending	
Setups Setups of a Master Trader	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Setups of a Master Trader.mp4	pending	
Setups The M-A Pattern	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\The M-A Pattern.mp4	pending	
Setups The Power of the Move	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\The Power of the Move.mp4	pending	
Setups The W-V Pattern	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\The W-V Pattern.mp4	pending	
Setups Topping and Bottoming Tail Setups	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Topping and Bottoming Tail Setups.mp4	pending	
Setups Trading Doji Candle Setups	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Trading Doji Candle Setups.mp4	pending	
Setups Trading the Golden and Death Cross Setup	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Trading the Golden and Death Cross Setup.mp4	pending	
Setups Triple Tops and Beyond	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Triple Tops and Beyond.mp4	pending	
Setups Wise Words for Master Setups	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Setups\Wise Words for Master Setups.mp4	pending	
Strategies Candlestick Trading Strategies	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Starategies\Candlestick Trading Strategies.mp4	pending	
Strategies Charting Strategies for Indicators	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Starategies\Charting Strategies for Indicators.mp4	pending	
Strategies Extract the Market Capital	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Starategies\Extract the Market Capital.mp4	pending	
Strategies Favorite Trading Indicators	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Starategies\Favorite Trading Indicators.mp4	pending	
Strategies Risk vs Rewards & Rules to Trade	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Starategies\Risk vs Rewards & Rules to Trade.mp4	pending	
Strategies Strategies of a Master Trader	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Starategies\Strategies of a Master Trader.mp4	pending	
Strategies Support & Resistance Strategies	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Starategies\Support & Resistance Strategies.mp4	pending	
Strategies The Keys to Building Wealth	E:\11 Business Models - Final Exports\The Candlestick Monopoly Weaponizing Chart Geometry for Absolute Value Extraction\Starategies\The Keys to Building Wealth.mp4	pending	
Scalpel Protocol Chapter 1 - Introduction Course	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Chapter 1 - Introduction Course.mp4	pending	
Scalpel Protocol Chapter 2 - Bull and Bear Flags	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Chapter 2 - Bull and Bear Flags.mp4	pending	
Scalpel Protocol Chapter 3 - Falling Wedges	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Chapter 3 - Falling Wedges.mp4	pending	
Scalpel Protocol Chapter 4 - Rising Wedges	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Chapter 4 - Rising Wedges.mp4	pending	
Scalpel Protocol Chapter 5 - Moving Averages Strategies	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Chapter 5 - Moving Averages Strategies.mp4	pending	
Scalpel Protocol Chapter 8 - Retrace to the Scene of Crime	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Chapter 8 - Retrace to the Scene of Crime.mp4	pending	
Scalpel Protocol Chapter 9 - Risk Management	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Chapter 9 - Risk Management.mp4	pending	
Scalpel Protocol Module 6 Parallels and Channels	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Module 6 Parallels and Channels.mp4	pending	
Scalpel Protocol Module chapter 10_final video	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Module chapter 10_final video.mp4	pending	
Scalpel Protocol Module chapter 7 final video	E:\11 Business Models - Final Exports\The Scalpel Protocol Architecting Wealth on the 1-Minute Chart\Module chapter 7 final video.mp4	pending	
WordPress Blog Word Press Blog	E:\11 Business Models - Final Exports\WordPress Blog\Word Press Blog.mp4	pending	
Youtube A.I Automation Intro	E:\11 Business Models - Final Exports\Youtube A.I Automation\Intro.mp4	pending	
Youtube A.I Automation Lesson 1 Faceless philosophical and motivational v	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 1 Faceless philosophical and motivational v.mp4	pending	
Youtube A.I Automation Lesson 10 create automated AI shorts with just on	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 10 create automated AI shorts with just on.mp4	pending	
Youtube A.I Automation Lesson 11 - how to create talking AI avatar reels	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 11 - how to create talking AI avatar reels.mp4	pending	
Youtube A.I Automation Lesson 12 - twelve pro level capcut editing course	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 12 - twelve pro level capcut editing course.mp4	pending	
Youtube A.I Automation Lesson 13 - full youtube monetization guide	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 13 - full youtube monetization guide.mp4	pending	
Youtube A.I Automation Lesson 2 faceless trending stoic videos	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 2 faceless trending stoic videos.mp4	pending	
Youtube A.I Automation Lesson 3 promoting products with AI shorts	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 3 promoting products with AI shorts.mp4	pending	
Youtube A.I Automation Lesson 4 monetizable shorts with AI generated anim	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 4 monetizable shorts with AI generated anim.mp4	pending	
Youtube A.I Automation Lesson 5  how to create talking ai avatar	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 5  how to create talking ai avatar.mp4	pending	
Youtube A.I Automation Lesson 6 how to create self-improvement videos-2	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 6 how to create self-improvement videos-2.mp4	pending	
Youtube A.I Automation Lesson 8 creating Monetizable Wisdom Shorts	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson 8 creating Monetizable Wisdom Shorts.mp4	pending	
Youtube A.I Automation Lesson No 9 Creating a historical documentary only	E:\11 Business Models - Final Exports\Youtube A.I Automation\Lesson No 9 Creating a historical documentary only.mp4	pending	
12 Ways to Fix Context in Claude Code 12 Ways to Fix Context in Claude Code	E:\Agentic A.I Automation - Final Exports\12 Ways to Fix Context in Claude Code\12 Ways to Fix Context in Claude Code.mp4	pending	
27 Claude Code TIPS 27 Claude Code TIPS	E:\Agentic A.I Automation - Final Exports\27 Claude Code TIPS\27 Claude Code TIPS.mp4	pending	
4 Claude Code Hacks To Make Any Website Look 10 by 10 4 Claude Code Hacks To Make Any Website Look 10 by 10	E:\Agentic A.I Automation - Final Exports\4 Claude Code Hacks To Make Any Website Look 10 by 10\4 Claude Code Hacks To Make Any Website Look 10 by 10.mp4	pending	
Agentic WorkFlow For Buisnesses Agentic WorkFlow For Buisnesses	E:\Agentic A.I Automation - Final Exports\Agentic WorkFlow For Buisnesses\Agentic WorkFlow For Buisnesses.mp4	pending	
Automated Faceless Shorts with AI Automated Faceless Shorts with AI	E:\Agentic A.I Automation - Final Exports\Automated Faceless Shorts with AI\Automated Faceless Shorts with AI.mp4	pending	
Build a blog writing agent with n8n Build a blog writing agent with n8n	E:\Agentic A.I Automation - Final Exports\Build a blog writing agent with n8n\Build a blog writing agent with n8n.mp4	pending	
Build Apps With secret Claude Code Skill Build Apps With secret Claude Code Skill	E:\Agentic A.I Automation - Final Exports\Build Apps With secret Claude Code Skill\Build Apps With secret Claude Code Skill.mp4	pending	
Build Watsapp Agent In N8N Build Watsapp Agent In N8N	E:\Agentic A.I Automation - Final Exports\Build Watsapp Agent In N8N\Build Watsapp Agent In N8N.mp4	pending	
Claude Code + Consensus = INSANE $50k+ App Ideas Claude Code + Consensus = INSANE $50k+ App Ideas	E:\Agentic A.I Automation - Final Exports\Claude Code + Consensus = INSANE $50k+ App Ideas\Claude Code + Consensus = INSANE $50k+ App Ideas.mp4	pending	
CLAUDE CODE ADVANCED COURSE — 3 HOURS CLAUDE CODE ADVANCED COURSE — 3 HOURS	E:\Agentic A.I Automation - Final Exports\CLAUDE CODE ADVANCED COURSE — 3 HOURS\CLAUDE CODE ADVANCED COURSE — 3 HOURS.mp4	pending	
CLAUDE CODE FULL COURSE 4 HOURS Build & Sell (2026) CLAUDE CODE FULL COURSE 4 HOURS Build & Sell (2026)	E:\Agentic A.I Automation - Final Exports\CLAUDE CODE FULL COURSE 4 HOURS Build & Sell (2026)\CLAUDE CODE FULL COURSE 4 HOURS Build & Sell (2026).mp4	pending	
Claude Code is Better at n8n Claude Code is Better at n8n	E:\Agentic A.I Automation - Final Exports\Claude Code is Better at n8n\Claude Code is Better at n8n.mp4	pending	
Claude Code just changed Memory Forever Claude Code just changed Memory Forever	E:\Agentic A.I Automation - Final Exports\Claude Code just changed Memory Forever\Claude Code just changed Memory Forever.mp4	pending	
Claude Cowork Automations Claude Cowork Automations	E:\Agentic A.I Automation - Final Exports\Claude Cowork Automations\Claude Cowork Automations.mp4	pending	
Claude Cowork just changed Marketing Forever Claude Cowork just changed Marketing Forever	E:\Agentic A.I Automation - Final Exports\Claude Cowork just changed Marketing Forever\Claude Cowork just changed Marketing Forever.mp4	pending	
From Zero to RAG Agent From Zero to RAG Agent	E:\Agentic A.I Automation - Final Exports\From Zero to RAG Agent\From Zero to RAG Agent.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 1. Anti-Gravity Overview & Core Features	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\1. Anti-Gravity Overview & Core Features.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 2. Combining Anti-Gravity with Claude Code	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\2. Combining Anti-Gravity with Claude Code.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 3. Building Personal Tutor App	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\3. Building Personal Tutor App.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 4. Time Tracking Planner Build	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\4. Time Tracking Planner Build.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 5. Real Project Demonstrations	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\5. Real Project Demonstrations.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 6. Google Anti-Gravity for SEO	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\6. Google Anti-Gravity for SEO.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 7. Security & Safety Best Practices	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\7. Security & Safety Best Practices.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 8. Deployment Process Walkthrough	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\8. Deployment Process Walkthrough.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS 9.  Future of AI Development	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\9.  Future of AI Development.mp4	pending	
Google Antigravity FULL COURSE 2 HOURS Google Antigravity FULL COURSE 	E:\Agentic A.I Automation - Final Exports\Google Antigravity FULL COURSE 2 HOURS\Google Antigravity FULL COURSE .mp4	pending	
Insane Youtube Automation! Insane Youtube Automation!	E:\Agentic A.I Automation - Final Exports\Insane Youtube Automation!\Insane Youtube Automation!.mp4	pending	
n8n Blogging Automation -  Generate SEO Blogs in Minutes n8n Blogging Automation -  Generate SEO Blogs in Minutes	E:\Agentic A.I Automation - Final Exports\n8n Blogging Automation -  Generate SEO Blogs in Minutes\n8n Blogging Automation -  Generate SEO Blogs in Minutes.mp4	pending	
n8n Tutorial 37 Tips and Tricks (n8n Mastercl(1) n8n Tutorial 37 Tips and Tricks (n8n Mastercl(1)	E:\Agentic A.I Automation - Final Exports\n8n Tutorial 37 Tips and Tricks (n8n Mastercl(1)\n8n Tutorial 37 Tips and Tricks (n8n Mastercl(1).mp4	pending	
n8n Tutorial Build ANYTHING with MCP Servers in n8n (Beginner to Pro) n8n Tutorial Build ANYTHING with MCP Servers in n8n (Beginner to Pro)	E:\Agentic A.I Automation - Final Exports\n8n Tutorial Build ANYTHING with MCP Servers in n8n (Beginner to Pro)\n8n Tutorial Build ANYTHING with MCP Servers in n8n (Beginner to Pro).mp4	pending	
Never label gmail emails again Never label gmail emails again	E:\Agentic A.I Automation - Final Exports\Never label gmail emails again\Never label gmail emails again.mp4	pending	
Scrap Any Website with N8N Scrap Any Website with N8N	E:\Agentic A.I Automation - Final Exports\Scrap Any Website with N8N\Scrap Any Website with N8N.mp4	pending	
Set up Google Credentials in n8n in 5 minutes (2025) Set up Google Credentials in n8n in 5 minutes (2025)	E:\Agentic A.I Automation - Final Exports\Set up Google Credentials in n8n in 5 minutes (2025)\Set up Google Credentials in n8n in 5 minutes (2025).mp4	pending	
Stop Learning n8n in 2026...Learn THIS Instead Stop Learning n8n in 2026...Learn THIS Instead	E:\Agentic A.I Automation - Final Exports\Stop Learning n8n in 2026...Learn THIS Instead\Stop Learning n8n in 2026...Learn THIS Instead.mp4	pending	
VIBE CODING FULL COURSE_ Gemini 3.1 + Antigravity VIBE CODING FULL COURSE_ Gemini 3.1 + Antigravity	E:\Agentic A.I Automation - Final Exports\VIBE CODING FULL COURSE_ Gemini 3.1 + Antigravity\VIBE CODING FULL COURSE_ Gemini 3.1 + Antigravity.mp4	pending	
50 Easy Faceless Niches Explained in 19 Minutes 50 Easy Faceless Niches Explained Final	E:\YouTube A.I Automation - Final Exports\50 Easy Faceless Niches Explained in 19 Minutes\50 Easy Faceless Niches Explained Final.mp4	pending	
